cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,description,state,state_code,year,estimate_actual,value,mode,deflator,chained,gov_level_sort_order,mode_sort_order,user_other_grp,chained_year,state_code_sort_order,population,value_per_pop,chained_per_pop
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Missouri,MO,2020,Actual,1118281000,Highways,106.515,1049881237.384406,1,0,-,2017,27,6154854,181.6909060718581,170.577764701552
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Missouri,MO,2021,Actual,1209189000,Highways,116.734,1035849880.925866,1,0,-,2017,27,6171374,195.9351353523543,167.847529727718
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Missouri,MO,2022,Actual,1198283000,Highways,128.921,929470761.1638135,1,0,-,2017,27,6179414,193.915313005408,150.4140621042405
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Montana,MT,2020,Actual,585442000,Highways,106.515,549633384.9692532,1,0,-,2017,30,1084216,539.9680506467346,506.9408540081065
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Montana,MT,2021,Actual,517090000,Highways,116.734,442964346.2915689,1,0,-,2017,30,1106522,467.3110882567179,400.3213187732091
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Montana,MT,2022,Actual,455575000,Highways,128.921,353375322.8721465,1,0,-,2017,30,1122095,406.0039479723196,314.9246034178448
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Nebraska,NE,2020,Actual,663362000,Highways,106.515,622787400.8355631,1,0,-,2017,33,1961996,338.1056842113848,317.4254182146972
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Nebraska,NE,2021,Actual,627388000,Highways,116.734,537450956.876317,1,0,-,2017,33,1964537,319.356672844543,273.5763983454203
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Nebraska,NE,2022,Actual,687464000,Highways,128.921,533244389.9752562,1,0,-,2017,33,1972246,348.5690933078328,270.374177448075
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Nevada,NV,2020,Actual,486705000,Highways,106.515,456935642.8672018,1,0,-,2017,37,3105595,156.7187608171703,147.1330430617005
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Nevada,NV,2021,Actual,555653000,Highways,116.734,475999280.4153032,1,0,-,2017,37,3148141,176.5019419397035,151.2001147392392
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Nevada,NV,2022,Actual,649197000,Highways,128.921,503561871.2234625,1,0,-,2017,37,3176116,204.3996503906029,158.5464357169141
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New Hampshire,NH,2020,Actual,283372000,Highways,106.515,266039524.9495376,1,0,-,2017,34,1377546,205.707831172244,193.125692317743
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New Hampshire,NH,2021,Actual,235818000,Highways,116.734,202013123.8542327,1,0,-,2017,34,1387677,169.937240438517,145.5764733826623
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New Hampshire,NH,2022,Actual,204976000,Highways,128.921,158993492.1385965,1,0,-,2017,34,1396678,146.7596682986343,113.8368987974297
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New Jersey,NJ,2020,Actual,2760187000,Highways,106.515,2591359902.36117,1,0,-,2017,35,9289014,297.1453159614142,278.9703947438522
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New Jersey,NJ,2021,Actual,2466505000,Highways,116.734,2112927681.737968,1,0,-,2017,35,9270541,266.0583670359691,227.9184873609823
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New Jersey,NJ,2022,Actual,2006932000,Highways,128.921,1556714577.144143,1,0,-,2017,35,9295227,215.9099503433321,167.4746165041631
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New Mexico,NM,2020,Actual,474163000,Highways,106.515,445160775.4776322,1,0,-,2017,36,2117555,223.9200398572882,210.2239495444663
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New Mexico,NM,2021,Actual,664292000,Highways,116.734,569064711.2238079,1,0,-,2017,36,2117333,313.7399738255626,268.7648618445034
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New Mexico,NM,2022,Actual,607404000,Highways,128.921,471144344.2107958,1,0,-,2017,36,2113868,287.3424452236374,222.8825755490862
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New York,NY,2020,Actual,4829584000,Highways,106.515,4534182040.08825,1,0,-,2017,38,20203772,239.0436795663701,224.4225504073324
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New York,NY,2021,Actual,4214231000,Highways,116.734,3610114448.232734,1,0,-,2017,38,19848276,212.3222691985944,181.8855425142584
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,New York,NY,2022,Actual,4168829000,Highways,128.921,3233630673.047835,1,0,-,2017,38,19703747,211.5754429855398,164.112474294754
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,North Carolina,NC,2020,Actual,4558684000,Highways,106.515,4279851664.08487,1,0,-,2017,31,10441499,436.5928685143771,409.8886246203606
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,North Carolina,NC,2021,Actual,3901128000,Highways,116.734,3341895249.027704,1,0,-,2017,31,10564320,369.2739333908855,316.3379421512889
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,North Carolina,NC,2022,Actual,4403076000,Highways,128.921,3415328767.229544,1,0,-,2017,31,10710793,411.0877691315666,318.867964979768
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,North Dakota,ND,2020,Actual,419589000,Highways,106.515,393924799.3240389,1,0,-,2017,32,779046,538.5933564898606,505.6502431487215
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,North Dakota,ND,2021,Actual,413733000,Highways,116.734,354423732.5886202,1,0,-,2017,32,777966,531.8137296488535,455.5774064530073
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,North Dakota,ND,2022,Actual,467134000,Highways,128.921,362341278.7676174,1,0,-,2017,32,781057,598.0792695027379,463.9114415050597
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Ohio,OH,2020,Actual,2594478000,Highways,106.515,2435786508.942402,1,0,-,2017,39,11799453,219.8812097476044,206.4321548585687
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Ohio,OH,2021,Actual,2698082000,Highways,116.734,2311307759.521647,1,0,-,2017,39,11767344,229.2855550071452,196.4171149854757
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Ohio,OH,2022,Actual,1955526000,Highways,128.921,1516840545.760582,1,0,-,2017,39,11777874,166.033869949704,128.7872960570458
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Oklahoma,OK,2020,Actual,1600944000,Highways,106.515,1503022109.562033,1,0,-,2017,40,3959405,404.3395409158699,379.6080748400412
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Oklahoma,OK,2021,Actual,1587738000,Highways,116.734,1360133294.498604,1,0,-,2017,40,3992238,397.7062489761382,340.6944411877758
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Oklahoma,OK,2022,Actual,1677174000,Highways,128.921,1300931578.253349,1,0,-,2017,40,4026229,416.5619988331513,323.1141542752161
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Oregon,OR,2020,Actual,1307324000,Highways,106.515,1227361404.497019,1,0,-,2017,41,4237224,308.5331339575156,289.6616757804211
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Oregon,OR,2021,Actual,707541000,Highways,116.734,606113899.9777272,1,0,-,2017,41,4254280,166.3127485732016,142.4715580492415
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Oregon,OR,2022,Actual,999981000,Highways,128.921,775654082.7328364,1,0,-,2017,41,4247372,235.4352291252096,182.6197664656725
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Pennsylvania,PA,2020,Actual,3859176000,Highways,106.515,3623129136.741304,1,0,-,2017,42,13002909,296.7932791039298,278.6398902538889
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Pennsylvania,PA,2021,Actual,4022474000,Highways,116.734,3445846111.672692,1,0,-,2017,42,13015571,309.0509052580175,264.7479785306916
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Pennsylvania,PA,2022,Actual,3252813000,Highways,128.921,2523105622.823279,1,0,-,2017,42,12984990,250.5056222607796,194.3094005327135
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Rhode Island,RI,2020,Actual,409983000,Highways,106.515,384906351.2181383,1,0,-,2017,44,1097354,373.6105213085294,350.7585986091437
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Rhode Island,RI,2021,Actual,408457000,Highways,116.734,349904055.3737557,1,0,-,2017,44,1097246,372.2565404658573,318.8929878748755
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Rhode Island,RI,2022,Actual,374253000,Highways,128.921,290296383.0562903,1,0,-,2017,44,1099498,340.3853394912951,264.0262947784264
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,South Carolina,SC,2020,Actual,2109007000,Highways,106.515,1980009388.349059,1,0,-,2017,45,5118252,412.0561082181964,386.8526575770514
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,South Carolina,SC,2021,Actual,1478612000,Highways,116.734,1266650675.895626,1,0,-,2017,45,5194274,284.6619181044358,243.8551905224148
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,South Carolina,SC,2022,Actual,1602861000,Highways,128.921,1243289301.19996,1,0,-,2017,45,5287935,303.1166230295947,235.1181134412506
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,South Dakota,SD,2020,Actual,543044000,Highways,106.515,509828662.6296766,1,0,-,2017,46,886729,612.4125860324857,574.9543125686389
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,South Dakota,SD,2021,Actual,606947000,Highways,116.734,519940205.938287,1,0,-,2017,46,896492,677.0244463977369,579.971941677435
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,South Dakota,SD,2022,Actual,587377000,Highways,128.921,455610024.7438354,1,0,-,2017,46,909723,645.6657685910986,500.8228051218177
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Tennessee,TN,2020,Actual,1423874000,Highways,106.515,1336782612.777543,1,0,-,2017,47,6912347,205.9899481319442,193.3905535670508
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Tennessee,TN,2021,Actual,1335085000,Highways,116.734,1143698494.012027,1,0,-,2017,47,6965740,191.6644893435586,164.1890874497221
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Tennessee,TN,2022,Actual,1436305000,Highways,128.921,1114097005.142684,1,0,-,2017,47,7062217,203.3787690182842,157.7545698670381
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Texas,TX,2020,Actual,11682062000,Highways,106.515,10967527578.27536,1,0,-,2017,48,29149458,400.764295514517,376.2515096601576
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Texas,TX,2021,Actual,11664250000,Highways,116.734,9992161666.69522,1,0,-,2017,48,29570351,394.4576105978587,337.9115001609288
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Texas,TX,2022,Actual,10178805000,Highways,128.921,7895381667.843098,1,0,-,2017,48,30113488,338.0148124986385,262.1875509022103
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Utah,UT,2020,Actual,1253750000,Highways,106.515,1177064263.249308,1,0,-,2017,49,3271608,383.2213394758786,359.781570178734
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Utah,UT,2021,Actual,1374487000,Highways,116.734,1177452156.184145,1,0,-,2017,49,3339738,411.5553375743846,352.5582414501213
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Utah,UT,2022,Actual,1292179000,Highways,128.921,1002302960.727888,1,0,-,2017,49,3391011,381.0601027245267,295.5764403972407
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Vermont,VT,2020,Actual,286139000,Highways,106.515,268637281.1341125,1,0,-,2017,52,643082,444.9494776715878,417.7341009919614
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Vermont,VT,2021,Actual,289339000,Highways,116.734,247861805.4722703,1,0,-,2017,52,647210,447.0558242301572,382.9696782686768
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Vermont,VT,2022,Actual,295183000,Highways,128.921,228964249.4240659,1,0,-,2017,52,648142,455.4295200743047,353.2624786297847
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Virginia,VA,2020,Actual,1792628000,Highways,106.515,1682981739.661081,1,0,-,2017,50,8631388,207.6871066391639,194.983905214443
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Virginia,VA,2021,Actual,2249323000,Highways,116.734,1926879058.372025,1,0,-,2017,50,8658910,259.7697631688053,222.5313646142558
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Virginia,VA,2022,Actual,2069884000,Highways,128.921,1605544480.728508,1,0,-,2017,50,8683414,238.3721425697312,184.8978386529202
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Washington,WA,2020,Actual,1891567000,Highways,106.515,1775869126.41412,1,0,-,2017,53,7707586,245.4162691146099,230.4053599160775
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Washington,WA,2021,Actual,1908783000,Highways,116.734,1635155995.682492,1,0,-,2017,53,7743760,246.4930473051851,211.1578865670542
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Washington,WA,2022,Actual,2018752000,Highways,128.921,1565882982.601748,1,0,-,2017,53,7794123,259.0095126802592,200.9056031835459
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,West Virginia,WV,2020,Actual,1393312000,Highways,106.515,1308089940.383983,1,0,-,2017,55,1793736,776.7653656948403,729.2544389943578
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,West Virginia,WV,2021,Actual,770440000,Highways,116.734,659996230.746826,1,0,-,2017,55,1785618,431.4696648443284,369.6178190110236
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,West Virginia,WV,2022,Actual,1188666000,Highways,128.921,922011154.117638,1,0,-,2017,55,1774122,670.0024011877424,519.6999722215485
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Wisconsin,WI,2020,Actual,1748553000,Highways,106.515,1641602591.18434,1,0,-,2017,54,5894170,296.6580536360505,278.5129358644797
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Wisconsin,WI,2021,Actual,1348991000,Highways,116.734,1155611047.338393,1,0,-,2017,54,5881608,229.3575158358055,196.4787601177082
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Wisconsin,WI,2022,Actual,1454794000,Highways,128.921,1128438345.963807,1,0,-,2017,54,5903975,246.4092412315431,191.1319654916912
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Wyoming,WY,2020,Actual,430059000,Highways,106.515,403754400.7886213,1,0,-,2017,56,576844,745.5377883795272,699.9368993846192
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Wyoming,WY,2021,Actual,384914000,Highways,116.734,329735980.9481385,1,0,-,2017,56,579636,664.0615834765266,568.8673252664405
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,State capital expenditures,Wyoming,WY,2022,Actual,443316000,Highways,128.921,343866398.8023673,1,0,-,2017,56,581978,761.7401345068026,590.8580716150221
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Alabama,AL,2020,Actual,129842000,Highways,106.515,121900201.8495048,1,0,-,2017,2,5025369,25.8373066734005,24.25696537896118
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Alabama,AL,2021,Actual,131165000,Highways,116.734,112362293.761886,1,0,-,2017,2,5049196,25.97740313507338,22.25350209456832
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Alabama,AL,2022,Actual,126059000,Highways,128.921,97780035.8358995,1,0,-,2017,2,5076181,24.83343285040467,19.26251956655988
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Alaska,AK,2020,Actual,126962000,Highways,106.515,119196357.3205652,1,0,-,2017,1,733395,173.115442565057,162.5268202272516
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Alaska,AK,2021,Actual,127362000,Highways,116.734,109104459.7118235,1,0,-,2017,1,734420,173.4184798888919,148.5586717570647
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Alaska,AK,2022,Actual,128562000,Highways,128.921,99721534.89346188,1,0,-,2017,1,734442,175.0471786744222,135.7786386038133
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Arizona,AZ,2020,Actual,604902000,Highways,106.515,567903112.237713,1,0,-,2017,5,7158110,84.50582625860737,79.33701944196345
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Arizona,AZ,2021,Actual,607902000,Highways,116.734,520758305.2067093,1,0,-,2017,5,7274078,83.57100377532383,71.59097073288316
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Arizona,AZ,2022,Actual,609137000,Highways,128.921,472488578.276619,1,0,-,2017,5,7377566,82.56612004555431,64.04396494407763
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Arkansas,AR,2020,Actual,280448000,Highways,106.515,263294371.6847392,1,0,-,2017,3,3011553,93.12404596565294,87.42810492949626
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Arkansas,AR,2021,Actual,278029000,Highways,116.734,238173111.518495,1,0,-,2017,3,3026870,91.85363097853558,78.68627047692667
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Arkansas,AR,2022,Actual,305583000,Highways,128.921,237031205.1566463,1,0,-,2017,3,3047704,100.266626942774,77.7736962502416
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,California,CA,2020,Actual,4697488000,Highways,106.515,4410165704.360888,1,0,-,2017,6,39555674,118.7563634992037,111.4926193486398
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,California,CA,2021,Actual,4165241000,Highways,116.734,3568147240.735347,1,0,-,2017,6,39142565,106.4120606301605,91.15772665218405
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,California,CA,2022,Actual,4286852000,Highways,128.921,3325177434.242676,1,0,-,2017,6,39142414,109.5193566753446,84.95075020775867
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Colorado,CO,2020,Actual,1199370000,Highways,106.515,1126010421.067455,1,0,-,2017,7,5775324,207.6714657047812,194.9692209592839
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Colorado,CO,2021,Actual,1081269000,Highways,116.734,926267411.379718,1,0,-,2017,7,5814036,185.9756286338784,159.3157337484181
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Colorado,CO,2022,Actual,1285053000,Highways,128.921,996775544.7134292,1,0,-,2017,7,5850935,219.6320758989802,170.3617532434439
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Connecticut,CT,2020,Actual,383400000,Highways,106.515,359949302.9150824,1,0,-,2017,8,3607701,106.2726650573315,99.77248749690797
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Connecticut,CT,2021,Actual,374079000,Highways,116.734,320454195.0074528,1,0,-,2017,8,3606607,103.7204774459762,88.85198609314872
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Connecticut,CT,2022,Actual,421852000,Highways,128.921,327217443.2404341,1,0,-,2017,8,3617925,116.6005376009729,90.44340146366606
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Delaware,DE,2020,Actual,5441000,Highways,106.515,5108200.722902877,1,0,-,2017,10,989955,5.496209423660671,5.160033256969133
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Delaware,DE,2021,Actual,5485000,Highways,116.734,4698716.740623983,1,0,-,2017,10,1005062,5.457374768919729,4.675051629276584
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Delaware,DE,2022,Actual,5626000,Highways,128.921,4363912.783797829,1,0,-,2017,10,1020625,5.512308634415187,4.275725936360396
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Florida,FL,2020,Actual,1632191000,Highways,106.515,1532357883.866122,1,0,-,2017,11,21538192,75.78124477672034,71.14607780755794
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Florida,FL,2021,Actual,1814639000,Highways,116.734,1554507684.136584,1,0,-,2017,11,21831949,83.11850673524384,71.20333984549818
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Florida,FL,2022,Actual,1734563000,Highways,128.921,1345446436.189605,1,0,-,2017,11,22379312,77.50743186385712,60.12009824920464
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Georgia,GA,2020,Actual,468706000,Highways,106.515,440037553.3962352,1,0,-,2017,12,10713755,43.74806032058788,41.07220609359046
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Georgia,GA,2021,Actual,473774000,Highways,116.734,405857762.0915928,1,0,-,2017,12,10792060,43.90023776739566,37.60707057703468
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Georgia,GA,2022,Actual,513741000,Highways,128.921,398492875.4818842,1,0,-,2017,12,10931805,46.99507537867717,36.45261468548737
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Hawaii,HI,2020,Actual,175784000,Highways,106.515,165032155.0955265,1,0,-,2017,14,1455252,120.792824885312,113.4045203823987
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Hawaii,HI,2021,Actual,174170000,Highways,116.734,149202460.2943444,1,0,-,2017,14,1447029,120.3638627836761,103.109516322302
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Hawaii,HI,2022,Actual,178049000,Highways,128.921,138107057.8105972,1,0,-,2017,14,1440359,123.6143211518795,95.88377467742221
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Idaho,ID,2020,Actual,171601000,Highways,106.515,161105008.6842229,1,0,-,2017,16,1839140,93.30502299988038,87.59801248639194
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Idaho,ID,2021,Actual,162804000,Highways,116.734,139465794.027447,1,0,-,2017,16,1904848,85.46823683569502,73.2162324907011
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Idaho,ID,2022,Actual,168700000,Highways,128.921,130855330.0082997,1,0,-,2017,16,1944299,86.76649013346199,67.3020610555782
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Illinois,IL,2020,Actual,709490000,Highways,106.515,666093977.3740788,1,0,-,2017,17,12821814,55.33460398037283,51.95005771992003
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Illinois,IL,2021,Actual,709490000,Highways,116.734,607783507.8040674,1,0,-,2017,17,12700641,55.86253481221932,47.85455378229078
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Illinois,IL,2022,Actual,722215000,Highways,128.921,560199657.1543814,1,0,-,2017,17,12621821,57.21955651248738,44.38342590616531
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Indiana,IN,2020,Actual,587331000,Highways,106.515,551406844.1064639,1,0,-,2017,18,6786587,86.54291177583077,81.24950643179906
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Indiana,IN,2021,Actual,586007000,Highways,116.734,502001987.4244007,1,0,-,2017,18,6815907,85.97637849225349,73.65153125246584
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Indiana,IN,2022,Actual,557751000,Highways,128.921,432630060.2694674,1,0,-,2017,18,6844545,81.48839696429785,63.208008752878
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Iowa,IA,2020,Actual,618301000,Highways,106.515,580482561.1416233,1,0,-,2017,15,3190546,193.7915955450885,181.9383143642572
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Iowa,IA,2021,Actual,571435000,Highways,116.734,489518906.2312608,1,0,-,2017,15,3198613,178.6508714871102,153.0409919021966
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Iowa,IA,2022,Actual,600698000,Highways,128.921,465942709.1009223,1,0,-,2017,15,3202820,187.5528440561755,145.4788933193006
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Kansas,KS,2020,Actual,308575000,Highways,106.515,289700981.0824766,1,0,-,2017,19,2937745,105.0380478904738,98.61338580526105
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Kansas,KS,2021,Actual,319315000,Highways,116.734,273540699.3677934,1,0,-,2017,19,2938338,108.6719771517096,93.09368063435637
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Kansas,KS,2022,Actual,322579000,Highways,128.921,250214472.4288518,1,0,-,2017,19,2937324,109.8207075555846,85.18449868957316
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Kentucky,KY,2020,Actual,0,Highways,106.515,0,1,0,-,2017,20,4506302,0,0
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Kentucky,KY,2021,Actual,0,Highways,116.734,0,1,0,-,2017,20,4507583,0,0
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Kentucky,KY,2022,Actual,0,Highways,128.921,0,1,0,-,2017,20,4519233,0,0
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Louisiana,LA,2020,Actual,79967000,Highways,106.515,75075810.91864996,1,0,-,2017,21,4657874,17.16813292931496,16.11804246285966
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Louisiana,LA,2021,Actual,80694000,Highways,116.734,69126389.91210787,1,0,-,2017,21,4627971,17.43615074511055,14.93665148552311
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Louisiana,LA,2022,Actual,78813000,Highways,128.921,61132786.7453712,1,0,-,2017,21,4593687,17.15680672192076,13.30800003251663
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Maine,ME,2020,Actual,31345000,Highways,106.515,29427780.12486504,1,0,-,2017,24,1363196,22.99375878450348,21.58734336431815
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Local capital expenditures,Maine,ME,2021,Actual,31261000,Highways,116.734,26779687.15198657,1,0,-,2017,24,1378931,22.67045994324589,19.42061433964902
